번호,수어 표제어 번호,수형설명,한국어 대응표현,결합정보,대/중 분류
7037,21644,"오른 주먹을 쥐고 팔을 구부려 당기고, 1·2·5를 편 두 주먹을 손바닥이 마주 보게 하여 전후로 엇갈리게 돌린 다음, 오른 주먹의 1·5지를 펴서 모로 세워 좌·우로 약간 흔들며 오른쪽으로 이동한다.",에너지 산업,,전문용어 수어 > 경제
7038,23137,"왼 주먹의 1·5지를 펴서 1지 끝이 아래로 향하게 하여 왼쪽 허리에 대고, 두 손의 손가락을 약간 구부려 마주보게 세워 전후로 약간 흔든 다음, 손등이 밖으로 향하게 펴서 손가락을 약간 구부린 두 팔을 ‘X’자로 댔다가 주먹을 쥐며 당겨 두 손목이 ‘X’자로 닿게 한다.",앙카라 조약,앙카라+ 조약,전문용어 수어 > 정치
7039,23143,"손끝이 약간 밖으로 향하게 모로 세운 왼손의 1지 윗면에 오른손을 손끝이 약간 박으로 향하게 모로 세운 다음, 두 손의 손끝을 마주 댔다가 안으로 원을 그리며 돌려 두 손목을 맞대고, 오른 주먹의 1·2지를 펴서 벌려 바닥이 밖으로 향하게 세우고, 약간 구부린 두 손을 양 어깨에 올려놓은 다음, 두 주먹의 1지를 펴서 끝이 약간 아래로 향하게 하여 좌우로 엇갈리게 움직인다.",양당 정치,양당+ 정치,전문용어 수어 > 정치
7040,23148,"손끝이 왼쪽으로 손등이 위로 향하게 편 오른손의 1지 옆면으로 코밑을 오른쪽으로 스쳐낸 다음, 1·2지를 펴서 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드리고, 손끝이 오른쪽으로 향하게 모로 세운 왼손의 1·5지 중간에 오른손을 4지 옆면이 닿게 세운 다음, 손바닥이 위로 향하게 편 왼 손바닥에 오른 주먹의 1·2지를 펴서 끝을 대고 세운다.",엄정 중립,,전문용어 수어 > 정치
7041,23152,"오른손의 5지 끝을 1지 끝 바닥에 대고 손등이 오른쪽으로 2·3·4지 끝이 위로 향하게 세운 다음, 오른손의 4지 등에 5지 바닥을 대고 그 등에 오른손의 1·2·3지 바닥을 대고 1·2·3·4지 등에 5지 바닥이 닿도록 주먹을 쥔다.",에프엠에스,지문자 'FMS',전문용어 수어 > 정치
7042,23158,"오른 주먹의 1지를 펴서 모로 세운 왼 주먹의 주위를 위로부터 밖으로 한 바퀴 돌린 다음, 손바닥이 아래로 손끝이 밖으로 향하게 편 오른손을 위로 올리며 2지와 5지 끝을 맞대고, 오른 주먹의 1지를 펴서 세워 입술에 댔다가 밖으로 약간 올리며 내민 다음, 반쯤 구부린 오른손을 손끝이 위로 향하게 하여, 손바닥이 위로 향하게 편 왼 손바닥에 두 번 댔다 뗀다.","연두 교서,연차 교서",1년+ 처음+ 교서(보고+ 서),전문용어 수어 > 정치
7043,23168,"5지와 1·2·3·4지 사이를 약간 벌린 두 손의 손가락을 서로 마주 보게 하여 부드럽게 움직인 다음, 두 손을 손바닥이 가슴으로 향하게 하였다가 힘없이 밑으로 떨어뜨리고, 두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 두 주먹의 1지를 펴서 등이 위로, 끝이 전후로 마주 보게 하여 접근시켰다가 벌리는 동작을 두 번 반복한다.",연약외교,,전문용어 수어 > 정치
7044,23173,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 오른손을, 손바닥이 위로 향하게 하여 약간 구부렸다가 위로 올리며 주먹을 쥐고, 오른 손바닥으로 오른뺨을 스쳐 내린 다음, 두 손을 펴서 손바닥이 밖으로 향하게 하여 ‘X’자로 교차하게 하였다가 양옆으로 벌리고, 오른 주먹의 1지를 펴서 입 주위를 한 바퀴 돌린 다음, 손바닥이 왼쪽으로 향하게 펴서 세운 오른 팔꿈치를 왼 손바닥으로 받치고 전후로 두 번 흔든다.",영공설,영공+ 설,전문용어 수어 > 정치
7045,23181,"손바닥이 밖으로 향하게 펴서 세운 오른손의 1·5지 끝을 맞대어 동그라미를 만든 다음, 1·2지를 펴서 벌려 바닥이 왼쪽으로 끝이 밖으로 향하게 하고, 손바닥이 밖으로 향하게 펴서 세운 오른손의 1·5지 끝을 맞대어 동그라미를 만들고, 위로 향하게 편 왼 손바닥에 오른손을 모로 세워 대고 밖으로 내민 다음, 오른 주먹의 1지를 펴서 오른쪽 관자놀이에 대고 좌우로 약간 돌린다.",영안,,전문용어 수어 > 정치
7046,23184,"왼손을 펴서 손등이 위로 손끝이 오른쪽으로 향하게 하고, 그 밑에서 손가락이 위로 향하게 펴서 구부린 오른손을 안으로 당긴 다음, 두 손을 손끝이 밖으로 향하게 마주 보게 세워 오른쪽에서 왼쪽으로 또는 왼쪽에서 오른쪽으로 두 번 옮기고, 두 손의 손가락을 약간 구부려 마주보게 세워 전후로 약간 흔든 다음, 손등이 밖으로 향하게 펴서 손가락을 약간 구부린 두 팔을 ‘X’자로 댔다가 주먹을 쥐며 당겨 두 손목이 ‘X’자로 닿게 한다.",예비 조약,,전문용어 수어 > 정치
7047,23190,"손등이 오른쪽으로 향하게 세운 오른손의 손끝을 모아 붙인 다음, 오른손의 4지 등에 5지 바닥을 대고 그 등에 1·2·3지 바닥을 대고, 1·2지를 펴서 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린 다음, 오른 손바닥으로 손등이 위로 향하게 쥔 왼 주먹을 밖으로 스쳐 내린다.",오엠제,,전문용어 수어 > 정치
7048,23193,"손바닥이 밖으로 향하게 펴서 세운 오른손의 1·5지 끝을 맞대어 동그라미를 만든 다음, 1지를 펴서 끝이 위로 등이 밖으로 향하게 세우고, 손등이 안으로 향하게 세워 쥔 오른 주먹의 1·2지를 구부리고, 오른 주먹의 1·2·3·4지를 펴서 붙여 손바닥이 밖으로 손끝이 위로 향하게 세운 다음, 1지를 펴서 끝이 아래로 등이 밖으로 향하게 세우고, 오른 주먹의 1·2·5지를 펴서 등이 밖으로 끝이 아래로 향하게 세운 다음, 1지를 펴서 끝이 왼쪽으로 향하게 모로 세우고, 손등이 안으로 향하게 세워 쥔 오른 주먹의 1·2지를 구부린 다음, 오른 주먹의 1·4지를 펴서 바닥이 밖으로 향하게 세우고, 오른 주먹의 1·5지를 펴서 1지 끝이 왼쪽으로 손등이 밖으로 향하게 하고, 1·2지를 펴서 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린 다음, 오른 손바닥으로 손등이 위로 향하게 쥔 왼 주먹을 밖으로 스쳐 내린다.",옴부즈맨 제도,지문자 '옴부즈맨'+ 제도,전문용어 수어 > 정치
7049,23201,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 두 주먹의 1지를 펴서 등이 위로 향하게 하고 끝이 전후로 마주 보게 하여 접근시켰다가 벌리는 동작을 두 번 반복한다.","외교,외교 교섭",나라+ 교섭,전문용어 수어 > 정치
7050,23207,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 두 주먹의 1지를 펴서 등이 위로 끝이 전후로 마주 보게 하여 접근시켰다가 벌리는 동작을 두 번 반복하고, 두 주먹의 1지를 펴서 끝이 아래로 향하게 하여 상하로 동시에 비스듬히 두 번 움직인다.",외교 담판,,전문용어 수어 > 정치
7051,23211,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 두 주먹의 1지를 펴서 등이 위로 향하게 하고 끝이 전후로 마주 보게 하여 접근시켰다가 벌리는 동작을 두 번 반복하고, 오른 주먹의 1·5지 끝을 맞대어 왼 손목 등에서 팔꿈치 쪽으로 빠르게 올렸다 내린 다음, 왼 주먹 등에 오른 손바닥을 대고 어루만지듯이 왼쪽으로 두 바퀴 돌린다.",외교 특전,,전문용어 수어 > 정치
7052,23216,"두 주먹을 어깨 위로 동시에 두 번 올렸다 내리고, 1·2지를 펴서 구부려 세운 두 주먹의 4지 옆면을 두 번 맞부딪친 다음, 손끝이 아래로 향하게 편 오른손을, 수평으로 올린 왼손의 4지 옆면에 대고 왼쪽에서 오른쪽으로 선을 긋는 동작을 두 번 반복한다.",운동 방침,,전문용어 수어 > 정치
7053,23220,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 5지를 펴서 세운 두 주먹을 마주 보게 하여 두 번 약간 누이다가 세우고, 손끝이 오른쪽으로 향하게 펴서 모로 세운 왼손의 바깥쪽을 오른 주먹의 1지를 펴서 끝으로 콕 찍고, 두 손의 손끝을 마주 댔다가 안으로 원을 그리며 돌려 두 손목을 맞댄다.",원외단,,전문용어 수어 > 정치
7054,23223,"왼 주먹을 모로 세우고 오른 주먹의 1지를 펴서 왼 주먹을 중심으로 수평으로 한 바퀴 돌리고 수직으로 한 바퀴 돌린 다음, 오른 주먹을 쥐고 팔을 구부려 당기고, 5지를 펴서 세운 두 주먹을 마주 보게 하여 두 번 약간 누이다가 세운 다음, 오른 주먹의 손가락 등으로 가슴으로 향하게 비스듬히 세운 왼 손바닥을 친다.",원자력 협정,,전문용어 수어 > 정치
7055,23227,"두 주먹의 1지를 펴서 손바닥을 ‘X’자로 맞대고 돌린 다음, 왼 주먹을 5지를 펴서 세우고 5지가 오른손의 1‧5지 사이로 나오게 오른손으로 왼손을 내리덮고, 두 주먹의 1지를 펴서 끝이 밖으로 향하게 하여 좌우로 엇갈리게 움직인다.",위임 통치,,전문용어 수어 > 정치
7056,23231,"손가락을 접고 손바닥이 밖으로 향하게 세운 오른손을 오른쪽으로 원을 그리며 이동하고, 오른 주먹의 1·2지를 펴서 반쯤 구부려 끝이 두 눈으로 향하게 하여 왼쪽으로 두 바퀴 돌린 다음, 손등이 위로 향하게 손가락을 벌린 두 손의 손끝이 마주 보게 하여 두 손의 손목을 전후로 엇갈리게 돌리고, 두 손의 손끝을 마주 댔다가 안으로 원을 그리며 돌려 두 손목을 마주 댄다.",유럽 심의회,,전문용어 수어 > 정치
7057,23235,"손가락을 접고 손바닥이 밖으로 향하게 세운 오른손을 오른쪽으로 원을 그리며 이동한 다음, 반쯤 굽힌 왼팔의 위쪽에 오른 주먹의 4·5지를 펴서 5지 옆면을 댔다가 반원을 그리며 내려 팔꿈치 위쪽에 4지 옆면이 닿게 하고, 두 손의 손가락을 약간 구부려 마주보게 세워 전후로 약간 흔든 다음, 손등이 밖으로 향하게 펴서 손가락을 약간 구부린 두 팔을 ‘X’자로 댔다가 주먹을 쥐며 당겨 두 손목이 ‘X’자로 닿게 한다.",유럽 인권 조약,,전문용어 수어 > 정치
7058,21651,"두 주먹의 1지를 펴서 끝이 양 어깨 뒤로 향하게 하여 돌리며 앞으로 내민 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌리고, 두 손의 손가락을 깍지 끼었다가 오른손만 약간 아래로 제친다.",여행자 수표,여행자+ 수표,전문용어 수어 > 경제
7059,21657,"둥글게 쥔 두 손을, 왼손이 밖에 놓이게 하여 손끝을 두 번 부딪치며 밖으로 내민 다음, 코앞에서 두 주먹을 전후로 이어대고 돌려 두 손의 손등이 위로 향하게 한다.",연쇄 도산,연쇄+ 도산,전문용어 수어 > 경제
7060,21662,"오른손의 1‧5지 끝을 맞대어 동그라미를 만들어 입에 댔다가 안으로 기울여 내린 다음, 동그랗게 쥐고 모로 세운 왼 주먹의 1·5지 사이에 오른 주먹의 1지를 펴서 넣고, 두 주먹의 1·2지를 펴서 반쯤 구부려 어깨 위에서 전후로 엇갈리게 움직인다.",영리 기업,,전문용어 수어 > 경제
7061,21666,"오른손의 1‧5지 끝을 맞대어 동그라미를 만들어 입에 댔다가 안으로 기울여 내린 다음, 동그랗게 쥐고 모로 세운 왼 주먹의 1·5지 사이에 오른 주먹의 1지를 펴서 넣고, 오른 손바닥으로 손등이 위로 향하게 쥔 왼 주먹을 밖으로 스쳐 내린다.",영리주의,,전문용어 수어 > 경제
7062,21670,"두 손의 1·5지 끝을 맞대어 동그라미를 만들어 전후로 엇갈리게 움직인 다음, 손바닥이 위로 향하게 편 두 손을 양옆으로 맞댔다가 벌리는 동작을 두 번 반복하고, 두 손을 구부려 손가락 등이 아래로 향하게 하고 그 끝으로 배 양쪽을 두 번 두드린 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두 번 흔든다.",영업비,,전문용어 수어 > 경제
7063,21673,"두 손의 1·5지 끝을 맞대어 동그라미를 만들어 전후로 엇갈리게 움직인 다음, 손바닥이 위로 향하게 편 두 손을 양옆으로 맞댔다가 벌리는 동작을 두 번 반복하고, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 입에 댔다가 안으로 기울여 내린다.","영업 이익,영업 수익",영업+ 이익,전문용어 수어 > 경제
7064,21684,"왼 주먹의 1·2지를 펴서 등이 밖으로 향하게 모로 세우고, 그 밑에 오른 주먹의 1·2지를 펴서 등이 밖으로 향하게 세워 두 번 댔다 뗀 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두 번 흔들고, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 오른쪽으로 반원을 그리며 위로 올린 다음, 왼 주먹의 1지를 펴서 끝이 오른쪽으로 향하게 비스듬히 세우고, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 왼 주먹의 1지 위쪽에 놓았다가 아래쪽에 놓는다.",예금 이율,예금+ 이율(이자+ 비율),전문용어 수어 > 경제
7065,21693,"오른 주먹의 손목 등을 코에 대고 돌린 다음, 손가락을 펴고 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두 번 흔들고, 손바닥이 아래로 손끝이 오른쪽으로 향하게 편 왼손의 1지 옆면에 오른손을, 4지 옆면이 닿게 대고 위로 스쳐 올린 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 끝으로 왼 손바닥을 손목에서 손끝으로 스쳐 낸다.",예산 초과 지출,,전문용어 수어 > 경제
7066,21699,"손바닥이 밖으로 향하게 펴서 세운 오른손의 1·5지 끝을 맞대어 동그라미를 만들었다가, 1지를 펴서 등이 밖으로 향하게 세운 다음, 손바닥이 밖으로 향하게 펴서 세운 오른손의 1·5지 끝을 맞대어 동그라미를 만들고, 4지를 펴서 바닥이 밖으로 향하게 세웠다가 1·2·3지를 펴서 벌려 손끝이 왼쪽으로 손등이 밖으로 향하게 한 다음, 1·2지를 펴서 벌려 등이 밖으로 끝이 아래로 향하게 하였다가 손등이 밖으로 손끝이 위로 향하게 세우고, 1지를 반쯤 굽히고 2·5지를 펴서 등이 밖으로 2지 끝이 아래로 향하게 하고, 1지를 펴서 끝이 왼쪽으로 향하게 모로 세운다.",오일 쇼크,,전문용어 수어 > 경제
7067,21703,"손바닥이 밖으로 향하게 펴서 세운 오른손의 1·5지 끝을 맞대어 동그라미를 만들고, 오른 주먹의 1지를 펴서 등이 밖으로 향하게 세운 다음, 손등이 안으로 향하게 세워 1·2·3·4·5지를 반쯤 굽히고, 오른 주먹의 1지를 펴서 바닥이 왼쪽으로 끝이 밖으로 향하게 한 다음, 두 손을, 1·5지 끝을 맞대어 동그라미를 만들어 가슴 앞에서 전후로 엇갈리게 움직인다.",오퍼상,,전문용어 수어 > 경제
7068,21707,"오른 주먹의 1·2지를 펴서 끝 바닥을 코 오른쪽에 살짝 댔다가, 그 바닥으로 등이 위로 향하게 편 왼 주먹의 1·2지 등을 두 번 스쳐 내린 다음, 손등이 위로 향하게 쥔 왼 주먹의 등에 가볍게 쥔 오른 주먹의 등을 댔다가 밖으로 내밀며 활짝 펴고, 두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 손바닥이 아래로 손끝이 밖으로 향하게 펴서 벌린 왼 손가락 사이를 오른 손가락으로 두 번 스쳐 올린다.",오펙,석유+수출+국가+기구,전문용어 수어 > 경제
